[Q] 주문하시겠어요? (ju-mun-ha-si-ges-seo-yo?) / [A] 아아 하나 포장이요 (a-a ha-na po-jang-i-yo)	[Q] Would you like to order? / [A] One iced Americano to go.
[Q] 드시고 가시나요? (deu-si-go ga-si-na-yo?) / [A] 포장이요 (po-jang-i-yo)	[Q] For here? / [A] To go, please.
[Q] 드시고 가시나요? (deu-si-go ga-si-na-yo?) / [A] 먹고 갈게요 (meok-go gal-ge-yo)	[Q] For here? / [A] I will eat here.
[Q] 포장이요? (po-jang-i-yo?) / [A] 네, 포장이요 (ne po-jang-i-yo)	[Q] To go? / [A] Yes, to go.
[Q] 영수증 드릴까요? (yeong-su-jeung deu-ril-kka-yo?) / [A] 괜찮아요 (gwaen-chan-a-yo)	[Q] Do you need a receipt? / [A] No thanks.
[Q] 포인트 적립하시나요? (po-in-teu jeok-rip-ha-si-na-yo?) / [A] 없어요 (eop-seo-yo)	[Q] Do you collect points? / [A] I do not have one.
[Q] 뭐 찾으시는 거 있으세요? (mwo cha-jeu-si-neun geo iss-eu-se-yo?) / [A] 괜찮아요, 저 혼자 볼게요 (gwaen-chan-a-yo jeo hon-ja bol-ge-yo)	[Q] Are you looking for something? / [A] I am fine, I will look by myself.
[Q] 이거 얼마예요? (i-geo eol-ma-ye-yo?) / [A] 사천오백 원이에요 (sa-cheon-o-baek won-i-e-yo)	[Q] How much is this? / [A] It is 4,500 won.
[Q] 따뜻한 거 드릴까요? (tta-tteut-han geo deu-ril-kka-yo?) / [A] 따뜻한 거 하나 주세요 (tta-tteut-han geo ha-na ju-se-yo)	[Q] Would you like something hot? / [A] One hot drink, please.
[Q] 카드로 하시나요? (ka-deu-ro ha-si-na-yo?) / [A] 네, 카드요 (ne ka-deu-yo)	[Q] Are you paying by card? / [A] Yes, by card.
[Q] 어디로 가요? (eo-di-ro ga-yo?) / [A] 이태원으로 가주세요 (i-tae-won-eu-ro ga-ju-se-yo)	[Q] Where are you going? / [A] Please go to Itaewon.
[Q] 포인트 있으세요? (po-in-teu iss-eu-se-yo?) / [A] 없어요 (eop-seo-yo)	[Q] Do you have points? / [A] I do not have any.
[Q] OO 아니에요? (oo a-ni-e-yo?) / [A] 헐! 대박! 진짜요? (heol dae-bak jin-jja-yo?)	[Q] Aren't you OO? / [A] OMG, amazing, really?
[Q] 같이 사진 찍어도 돼요? (ga-chi sa-jin jji-geo-do dwae-yo?) / [A] 같이 찍어요 (ga-chi jji-geo-yo)	[Q] Can we take a photo together? / [A] Let's take one together.
[Q] 아아가 뭐예요? (a-a-ga mwo-ye-yo?) / [A] 아이스 아메리카노예요 (a-i-seu a-me-ri-ka-no-ye-yo)	[Q] What is 아아? / [A] It is iced Americano.
[Q] 하나 드릴까요? (ha-na deu-ril-kka-yo?) / [A] 네, 하나 주세요 (ne ha-na ju-se-yo)	[Q] Should I give you one? / [A] Yes, one please.
[Q] 여기서 드세요? (yeo-gi-seo deu-se-yo?) / [A] 아니요, 포장이요 (a-ni-yo po-jang-i-yo)	[Q] Are you eating here? / [A] No, to go.
[Q] 쇼핑 도와드릴까요? (syo-ping do-wa-deu-ril-kka-yo?) / [A] 괜찮아요 (gwaen-chan-a-yo)	[Q] Can I help you shop? / [A] No thanks.
[Q] 이거 주세요? (i-geo ju-se-yo?) / [A] 네, 이거 주세요 (ne i-geo ju-se-yo)	[Q] Do you want this one? / [A] Yes, this one please.
[Q] 결제하시겠어요? (gyeol-je-ha-si-ges-seo-yo?) / [A] 카드 결제요 (ka-deu gyeol-je-yo)	[Q] Would you like to pay? / [A] Card payment, please.
