[Q] 어디로 가세요? (eo-di-ro ga-se-yo?) / [A] 홍대로 가주세요 (hong-dae-ro ga-ju-se-yo)	[Q] Where are you going? / [A] Please go to Hongdae.
[Q] 기사님이라고 불러요? (gi-sa-nim-i-ra-go bul-leo-yo?) / [A] 네, 기사님이라고 해요 (ne gi-sa-nim-i-ra-go hae-yo)	[Q] Do I call him driver? / [A] Yes, say 기사님.
[Q] 여기서 세울까요? (yeo-gi-seo se-ul-kka-yo?) / [A] 네, 여기서 세워주세요 (ne yeo-gi-seo se-wo-ju-se-yo)	[Q] Should I stop here? / [A] Yes, please stop here.
[Q] 천천히 갈까요? (cheon-cheon-hi gal-kka-yo?) / [A] 네, 천천히 가주세요 (ne cheon-cheon-hi ga-ju-se-yo)	[Q] Should I go slowly? / [A] Yes, please go slowly.
[Q] 한국말 잘하세요? (han-guk-mal jal-ha-se-yo?) / [A] 한국말 잘 몰라요 (han-guk-mal jal mol-la-yo)	[Q] Do you speak Korean well? / [A] I do not know Korean well.
[Q] 어디서 왔어요? (eo-di-seo wass-eo-yo?) / [A] 잘 모르겠어요 (jal mo-reu-gess-eo-yo)	[Q] Where are you from? / [A] I am not sure.
[Q] 한국은 처음이에요? (han-gu-geun cheo-eum-i-e-yo?) / [A] 아 네 (ah ne)	[Q] Is this your first time in Korea? / [A] Ah yes.
[Q] 밥은 먹었어요? (ba-beun meo-geo-sseo-yo?) / [A] 아 네, 먹었어요 (ah ne meo-geo-sseo-yo)	[Q] Did you eat? / [A] Ah yes, I ate.
[Q] 한국 음식 좋아해요? (han-guk eum-sik jo-a-hae-yo?) / [A] 네, 좋아해요 (ne jo-a-hae-yo)	[Q] Do you like Korean food? / [A] Yes, I like it.
[Q] 강남으로 가세요? (gang-nam-eu-ro ga-se-yo?) / [A] 네, 강남으로 가주세요 (ne gang-nam-eu-ro ga-ju-se-yo)	[Q] Are you going to Gangnam? / [A] Yes, please go to Gangnam.
[Q] 이태원으로 가세요? (i-tae-won-eu-ro ga-se-yo?) / [A] 네, 이태원으로 가주세요 (ne i-tae-won-eu-ro ga-ju-se-yo)	[Q] Are you going to Itaewon? / [A] Yes, please go to Itaewon.
[Q] 기사님이 너무 많이 말해요. 뭐라고 해요? (gi-sa-nim-i neo-mu ma-ni mal-hae-yo mwo-ra-go hae-yo?) / [A] 한국말 잘 몰라요 (han-guk-mal jal mol-la-yo)	[Q] The driver talks too much. What do you say? / [A] I do not know Korean well
[Q] 진짜요? (jin-jja-yo?) / [A] 네, 진짜요 (ne jin-jja-yo)	[Q] Really? / [A] Yes, really.
[Q] 아이고, 놀랐어요? (ai-go nol-lass-eo-yo?) / [A] 아이고, 진짜요? (ai-go jin-jja-yo?)	[Q] Oh my, were you surprised? / [A] Oh my, really?
[Q] 내릴까요? (nae-ril-kka-yo?) / [A] 네, 감사합니다 (ne gam-sa-ham-ni-da)	[Q] Are you getting out? / [A] Yes, thank you.
[Q] 어디에 세워드릴까요? (eo-di-e se-wo-deu-ril-kka-yo?) / [A] 여기서 세워주세요 (yeo-gi-seo se-wo-ju-se-yo)	[Q] Where should I stop for you? / [A] Please stop here.
