[Q] 혹시 틱톡에서 본 거 맞죠? (hok-si tik-tok-e-seo bon geo mat-jyo?) / [A] 헐! 대박! (heol dae-bak)	[Q] Are you the person I saw on TikTok? / [A] OMG, amazing.
[Q] 저 진짜 팬이에요 (jeo jin-jja paen-i-e-yo) / [A] 진짜요? 너무 감사해요 (jin-jja-yo neo-mu gam-sa-hae-yo)	[Q] I am really a fan. / [A] Really? Thank you so much.
[Q] 항상 영상 봐요 (hang-sang yeong-sang bwa-yo) / [A] 아 진짜 너무 감사해요 (ah jin-jja neo-mu gam-sa-hae-yo)	[Q] I always watch your videos. / [A] Ah really, thank you so much.
[Q] 와, 진짜 예쁘다 (wa jin-jja ye-ppeu-da) / [A] 아니에요, 부끄러워요 (a-ni-e-yo bu-kkeu-reo-wo-yo)	[Q] Wow, you are really pretty. / [A] No no, I am shy.
[Q] 실물이 더 예뻐요 (sil-mu-ri deo ye-ppeo-yo) / [A] 에이, 아니에요 (e-i a-ni-e-yo)	[Q] You are prettier in real life. / [A] Aww, no no.
[Q] 사진 같이 찍어도 돼요? (sa-jin ga-chi jji-geo-do dwae-yo?) / [A] 같이 찍어요 (ga-chi jji-geo-yo)	[Q] Can we take a photo together? / [A] Let's take one together.
[Q] 사진 찍을게요 (sa-jin jji-geul-ge-yo) / [A] 하나 둘 셋 (ha-na dul set)	[Q] I will take the photo. / [A] One, two, three.
[Q] 한국어 잘하시네요 (han-gu-geo jal-ha-si-ne-yo) / [A] 아직 많이 부족해요 (a-jik ma-ni bu-jo-kae-yo)	[Q] Your Korean is good. / [A] I still have a lot to learn.
[Q] 너무 좋아해요 (neo-mu jo-a-hae-yo) / [A] 정말 고마워요 (jeong-mal go-ma-wo-yo)	[Q] I like you so much. / [A] Thank you so much.
[Q] 오빠 저도요, 사진이요 (o-ppa jeo-do-yo sa-jin-i-yo) / [A] 네, 같이 찍어요 (ne ga-chi jji-geo-yo)	[Q] Me too, a photo please. / [A] Yes, let's take one together.
[Q] 여기 맞아요? (yeo-gi ma-ja-yo?) / [A] 네, 여기서 세워주세요 (ne yeo-gi-seo se-wo-ju-se-yo)	[Q] Is this the place? / [A] Yes, please stop here.
[Q] 홍대에 도착했어요 (hong-dae-e do-cha-kae-sseo-yo) / [A] 감사합니다 (gam-sa-ham-ni-da)	[Q] We arrived at Hongdae. / [A] Thank you.
[Q] 혹시 OO 맞아요? (hok-si oo ma-ja-yo?) / [A] 헐 대박 진짜요? (heol dae-bak jin-jja-yo?)	[Q] Are you OO? / [A] OMG wow, really?
[Q] 틱톡에서 봤어요 (tik-tok-e-seo bwa-sseo-yo) / [A] 진짜요? 감사해요 (jin-jja-yo gam-sa-hae-yo)	[Q] I saw you on TikTok. / [A] Really? Thank you.
[Q] 부끄러워요? (bu-kkeu-reo-wo-yo?) / [A] 네, 부끄러워요 (ne bu-kkeu-reo-wo-yo)	[Q] Are you shy? / [A] Yes, I am shy.
[Q] 팬이 많아요? (paen-i ma-na-yo?) / [A] 잘 모르겠어요 (jal mo-reu-gess-eo-yo)	[Q] Do you have many fans? / [A] I am not sure.
[Q] 같이 찍을까요? (ga-chi jji-geul-kka-yo?) / [A] 네, 같이 찍어요 (ne ga-chi jji-geo-yo)	[Q] Shall we take one together? / [A] Yes, let's take one together.
[Q] 잘 가요 (jal ga-yo) / [A] 정말 고마워요 (jeong-mal go-ma-wo-yo)	[Q] Bye. / [A] Thank you so much.
[Q] 너무 예뻐요 (neo-mu ye-ppeo-yo) / [A] 아니에요, 감사해요 (a-ni-e-yo gam-sa-hae-yo)	[Q] You are so pretty. / [A] No no, thank you.
[Q] 오늘 팬을 만났어요? (o-neul pae-neul man-na-sseo-yo?) / [A] 네, 대박이었어요 (ne dae-ba-gi-eoss-eo-yo)	[Q] Did you meet a fan today? / [A] Yes, it was amazing.
